currentSamp,prevSamp,output
0.1676717565,0.1328551819,0.104675293
0.2031434817,0.1676717565,0.1385498047
0.2391299681,0.2031434817,0.173248291
0.2747420827,0.2391299681,0.2085876465
0.310120215,0.2747420827,0.2439575195
0.3454047543,0.310120215,0.2797546387
0.380034143,0.3454047543,0.3150939941
0.388270322,0.380034143,0.3497009277
0.3860240913,0.388270322,0.3828430176
0.3876619678,0.3860240913,0.4057312012
0.3864920561,0.3876619678,0.4080505371
0.3873343925,0.3864920561,0.4002075195
0.3867260384,0.3873343925,0.4024047852
0.3871940031,0.3867260384,0.4030456543
0.3868664278,0.3871940031,0.3995666504
0.3871004102,0.3868664278,0.4018249512
0.3869132243,0.3871004102,0.3993225098
0.3870536137,0.3869132243,0.3996582031
0.3869600208,0.3870536137,0.3990783691
0.3870068172,0.3869600208,0.3979492188
0.3869600208,0.3870068172,0.3983154297
0.3870068172,0.3869600208,0.396697998
0.3869600208,0.3870068172,0.3971862793
0.3870068172,0.3869600208,0.3957214355
0.3869600208,0.3870068172,0.3958740234
0.3870068172,0.3869600208,0.3946228027
0.3870068172,0.3870068172,0.394317627
0.3870068172,0.3870068172,0.3934326172
0.3870068172,0.3870068172,0.3928833008
0.3870068172,0.3870068172,0.3922119141
0.3870068172,0.3870068172,0.3914794922
0.3870068172,0.3870068172,0.3909606934
0.3870068172,0.3870068172,0.3901062012
0.3870068172,0.3870068172,0.3896484375
0.3870068172,0.3870068172,0.3887939453
0.3870068172,0.3870068172,0.3883361816
0.3870068172,0.3870068172,0.3874511719
0.3870068172,0.3870068172,0.3869628906
0.3870068172,0.3870068172,0.386138916
0.3870068172,0.3870068172,0.3856201172
0.3870068172,0.3870068172,0.3848266602
0.3870068172,0.3870068172,0.3842468262
0.3870068172,0.3870068172,0.3835144043
0.3870068172,0.3870068172,0.3829040527
0.3870068172,0.3870068172,0.3822021484
0.3870068172,0.3870068172,0.3815612793
0.3870068172,0.3870068172,0.3808898926
0.3870068172,0.3870068172,0.3802490234
0.3870068172,0.3870068172,0.3795776367
0.3870068172,0.3870068172,0.37890625
0.3870068172,0.3870068172,0.3782653809
0.3870068172,0.3870068172,0.3775939941
0.3870068172,0.3870068172,0.376953125
0.3870068172,0.3870068172,0.3762817383
0.3870068172,0.3870068172,0.3756408691
0.3870068172,0.3870068172,0.3749694824
0.3870068172,0.3870068172,0.3743286133
0.3755884783,0.3870068172,0.373626709
0.3492420649,0.3755884783,0.3722229004
0.3225212799,0.3492420649,0.3660888672
0.2968768136,0.3225212799,0.347442627
0.271091958,0.2968768136,0.3169555664
0.2468045894,0.271091958,0.288482666
0.2226108137,0.2468045894,0.2643737793
0.1991189852,0.2226108137,0.237701416
0.1764694931,0.1991189852,0.2130126953
0.1545219481,0.1764694931,0.1894836426
0.133463536,0.1545219481,0.165222168
0.1131538675,0.133463536,0.143157959
0.09368653544,0.1131538675,0.1211853027
0.0752019293,0.09368653544,0.1003112793
0.05723208434,0.0752019293,0.08032226563
0.04047894763,0.05723208434,0.06106567383
0.02456814741,0.04047894763,0.04293823242
0.009874055434,0.02456814741,0.02536010742
-0.00411808947,0.009874055434,0.008941650391
-0.01698711906,-0.00411808947,-0.006408691406
-0.02892021923,-0.01698711906,-0.02075195313
-0.04015137233,-0.02892021923,-0.03424072266
-0.05011902071,-0.04015137233,-0.0466003418
-0.05933792555,-0.05011902071,-0.05807495117
-0.06748051154,-0.05933792555,-0.06860351563
-0.07506153989,-0.06748051154,-0.07821655273
-0.08147265645,-0.07506153989,-0.08657836914
-0.08746260477,-0.08147265645,-0.0944519043
-0.09256342013,-0.08746260477,-0.1012573242
-0.09696228843,-0.09256342013,-0.1072998047
-0.1007995991,-0.09696228843,-0.1126708984
-0.1037945732,-0.1007995991,-0.1172485352
-0.1064151756,-0.1037945732,-0.1212158203
-0.1082870345,-0.1064151756,-0.1243286133
-0.1096909286,-0.1082870345,-0.1270751953
-0.110626858,-0.1096909286,-0.12890625
-0.1109076369,-0.110626858,-0.1305541992
-0.1108140439,-0.1109076369,-0.1312866211
-0.1102992827,-0.1108140439,-0.1317443848
-0.1093633533,-0.1102992827,-0.131652832
-0.1079594592,-0.1093633533,-0.1309814453
-0.1063215827,-0.1079594592,-0.1301574707
-0.1043561309,-0.1063215827,-0.1286315918
-0.1022034932,-0.1043561309,-0.126953125
-0.09995726259,-0.1022034932,-0.1248474121
-0.09752384609,-0.09995726259,-0.1226196289
-0.09495004017,-0.09752384609,-0.1201782227
-0.09223584484,-0.09495004017,-0.1176147461
-0.08947485303,-0.09223584484,-0.1149597168
-0.0864330824,-0.08947485303,-0.1120605469
-0.08348490471,-0.0864330824,-0.1091308594
-0.08058352349,-0.08348490471,-0.106048584
-0.07749495639,-0.08058352349,-0.1028442383
-0.07412561046,-0.07749495639,-0.09967041016
-0.07099024689,-0.07412561046,-0.09652709961
-0.0677144939,-0.07099024689,-0.09317016602
-0.06411116561,-0.0677144939,-0.08959960938
-0.06060143027,-0.06411116561,-0.08627319336
-0.05699810198,-0.06060143027,-0.08276367188
-0.0533947737,-0.05699810198,-0.07894897461
-0.049651056,-0.0533947737,-0.0751953125
-0.04581374535,-0.049651056,-0.07150268555
-0.04169565588,-0.04581374535,-0.06762695313
-0.03767115936,-0.04169565588,-0.06372070313
-0.03355306989,-0.03767115936,-0.05963134766
-0.02910740512,-0.03355306989,-0.0553894043
-0.02466174035,-0.02910740512,-0.05114746094
-0.0200288897,-0.02466174035,-0.04678344727
-0.01516205669,-0.0200288897,-0.04223632813
-0.01043561309,-0.01516205669,-0.03747558594
-0.005568780079,-0.01043561309,-0.03274536133
-0.0006083541263,-0.005568780079,-0.02774047852
0.004258478884,-0.0006083541263,-0.02288818359
0.00898492248,0.004258478884,-0.01797485352
0.01394534843,0.00898492248,-0.01287841797
0.01843780967,0.01394534843,-0.008056640625
0.0227898815,0.01843780967,-0.003265380859
0.02746952862,0.0227898815,0.001586914063
0.03140043221,0.02746952862,0.006072998047
0.03509735344,0.03140043221,0.01037597656
0.0384199029,0.03509735344,0.01480102539
0.04150847,0.0384199029,0.01870727539
0.04422266533,0.04150847,0.02194213867
0.0462349136,0.04422266533,0.02523803711
0.04791958656,0.0462349136,0.0280456543
0.04908949834,0.04791958656,0.03033447266
0.049651056,0.04908949834,0.03213500977
0.04955746305,0.049651056,0.03332519531
0.04871512657,0.04955746305,0.03430175781
0.04735802891,0.04871512657,0.03424072266
0.04501820534,0.04735802891,0.03372192383
0.04235080648,0.04501820534,0.03247070313
0.03902825702,0.04235080648,0.03048706055
0.03448899931,0.03902825702,0.02789306641
0.02976255572,0.03448899931,0.02462768555
0.02447455446,0.02976255572,0.02081298828
0.01867179203,0.02447455446,0.0158996582
0.01277543665,0.01867179203,0.01065063477
0.006785488331,0.01277543665,0.005310058594
0.00074874354,0.006785488331,-0.0007934570313
-0.005288001251,0.00074874354,-0.006774902344
-0.0112311531,-0.005288001251,-0.01275634766
-0.01708071201,-0.0112311531,-0.01889038086
-0.02274308503,-0.01708071201,-0.02481079102
-0.02845225452,-0.02274308503,-0.03073120117
-0.03355306989,-0.02845225452,-0.03643798828
-0.03804553113,-0.03355306989,-0.04202270508
-0.04211682413,-0.03804553113,-0.04739379883
-0.04567335594,-0.04211682413,-0.05215454102
-0.04848114422,-0.04567335594,-0.05621337891
-0.05016581718,-0.04848114422,-0.05990600586
-0.05147611838,-0.05016581718,-0.06298828125
-0.0514293219,-0.05147611838,-0.06512451172
-0.05077417131,-0.0514293219,-0.06637573242
-0.0489959054,-0.05077417131,-0.06680297852
-0.04586054183,-0.0489959054,-0.06637573242
-0.04197643471,-0.04586054183,-0.06475830078
-0.03696921229,-0.04197643471,-0.06225585938
-0.0309324675,-0.03696921229,-0.05847167969
-0.0237726074,-0.0309324675,-0.05364990234
-0.01591080023,-0.0237726074,-0.04818725586
-0.006925877745,-0.01591080023,-0.04116821289
0.002573805919,-0.006925877745,-0.03350830078
0.01324340136,0.002573805919,-0.02493286133
0.02438096152,0.01324340136,-0.01550292969
0.03603328286,0.02438096152,-0.005249023438
0.04852794069,0.03603328286,0.005737304688
0.06135017381,0.04852794069,0.01736450195
0.07473396459,0.06135017381,0.02947998047
0.08830494125,0.07473396459,0.04211425781
0.1019227144,0.08830494125,0.05545043945
0.1158212663,0.1019227144,0.06869506836
0.1300473936,0.1158212663,0.08245849609
0.1438991491,0.1300473936,0.09606933594
0.1574233293,0.1438991491,0.1100158691
0.1705263412,0.1574233293,0.1240844727
0.1828338132,0.1705263412,0.1375427246
0.1941585592,0.1828338132,0.1506347656
0.2046877653,0.1941585592,0.1631164551
0.2139066701,0.2046877653,0.1747436523
0.2220024596,0.2139066701,0.1852111816
0.2282731868,0.2220024596,0.1948242188
0.2330932233,0.2282731868,0.2030029297
0.2363221798,0.2330932233,0.2098083496
0.2374452951,0.2363221798,0.2149047852
0.2373049057,0.2374452951,0.2182922363
0.2349650821,0.2373049057,0.2200622559
0.2308937892,0.2349650821,0.2199707031
0.2250442302,0.2308937892,0.2180786133
0.2174632019,0.2250442302,0.2145690918
0.2080103147,0.2174632019,0.208770752
0.1969663475,0.2080103147,0.2015991211
0.1840973179,0.1969663475,0.1925964355
0.1698243942,0.1840973179,0.181640625
0.1543347622,0.1698243942,0.169342041
0.1375816255,0.1543347622,0.1551208496
0.119564984,0.1375816255,0.1398010254
0.1003316344,0.119564984,0.1231994629
0.08095789526,0.1003316344,0.1054992676
0.06069502321,0.08095789526,0.08645629883
0.04029176175,0.06069502321,0.06674194336
0.01974811087,0.04029176175,0.04663085938
-0.0008891329538,0.01974811087,0.02621459961
-0.02129239442,-0.0008891329538,0.00537109375
-0.04127448764,-0.02129239442,-0.01525878906
-0.06069502321,-0.04127448764,-0.03582763672
-0.07950720465,-0.06069502321,-0.05618286133
-0.09752384609,-0.07950720465,-0.07568359375
-0.1146045581,-0.09752384609,-0.09490966797
-0.1309365266,-0.1146045581,-0.113067627
-0.1463793621,-0.1309365266,-0.1305541992
-0.1608394717,-0.1463793621,-0.1470336914
-0.1744104484,-0.1608394717,-0.162689209
-0.1869986991,-0.1744104484,-0.1774291992
-0.198510631,-0.1869986991,-0.1911315918
-0.2093206159,-0.198510631,-0.203918457
-0.2191010784,-0.2093206159,-0.2156677246
-0.2279456115,-0.2191010784,-0.2264099121
-0.2360881975,-0.2279456115,-0.236328125
-0.2432480576,-0.2360881975,-0.2453308105
-0.2497527671,-0.2432480576,-0.2532653809
-0.2557427154,-0.2497527671,-0.2606201172
-0.2609839202,-0.2557427154,-0.2670288086
-0.2657571602,-0.2609839202,-0.2727355957
-0.2701560285,-0.2657571602,-0.2779846191
-0.2740869321,-0.2701560285,-0.2825317383
-0.2778306498,-0.2740869321,-0.2865600586
-0.2811999957,-0.2778306498,-0.2903747559
-0.2843821558,-0.2811999957,-0.2937011719
-0.2874239264,-0.2843821558,-0.2968139648
-0.2903253076,-0.2874239264,-0.299621582
-0.2930862994,-0.2903253076,-0.3022155762
-0.2958004948,-0.2930862994,-0.3047485352
-0.2984210972,-0.2958004948,-0.3071289063
-0.3010416996,-0.2984210972,-0.3093261719
-0.303568709,-0.3010416996,-0.3115234375
-0.3058149396,-0.303568709,-0.3136291504
-0.3082483561,-0.3058149396,-0.3156738281
-0.3104477903,-0.3082483561,-0.3176269531
-0.312600428,-0.3104477903,-0.3193969727
-0.3147998621,-0.312600428,-0.3211364746
-0.3167185174,-0.3147998621,-0.3228759766
-0.3185435798,-0.3167185174,-0.3244018555
-0.3204154387,-0.3185435798,-0.3259887695
-0.3220065187,-0.3204154387,-0.3273620605
-0.3234572093,-0.3220065187,-0.3285217285
-0.3249078999,-0.3234572093,-0.3298339844
-0.3260778117,-0.3249078999,-0.3307800293
-0.327200927,-0.3260778117,-0.3316040039
-0.3282304494,-0.327200927,-0.3323669434
-0.3289323964,-0.3282304494,-0.3330078125
-0.3294939541,-0.3289323964,-0.333404541
-0.3299619188,-0.3294939541,-0.333770752
-0.3301959011,-0.3299619188,-0.3338317871
-0.330383087,-0.3301959011,-0.3337097168
-0.3303362906,-0.330383087,-0.3335266113
-0.3301959011,-0.3303362906,-0.3330993652
-0.3300555117,-0.3301959011,-0.3325805664
-0.329587547,-0.3300555117,-0.3319702148
-0.3292131752,-0.329587547,-0.3311767578
-0.3286516176,-0.3292131752,-0.3303222656
-0.327996467,-0.3286516176,-0.3293457031
-0.3273413164,-0.327996467,-0.3282470703
-0.3265457764,-0.3273413164,-0.3271484375
-0.3257970328,-0.3265457764,-0.3258361816
-0.3249546964,-0.3257970328,-0.3245544434
-0.3240187669,-0.3249546964,-0.3232727051
-0.3228956516,-0.3240187669,-0.3218078613
-0.3217257398,-0.3228956516,-0.3204650879
-0.3204622351,-0.3217257398,-0.3188476563
-0.3189179516,-0.3204622351,-0.3171081543
-0.3172332786,-0.3189179516,-0.3153381348
-0.3152210303,-0.3172332786,-0.3133544922
-0.3129280033,-0.3152210303,-0.3112182617
-0.3102138079,-0.3129280033,-0.3087158203
-0.3070784443,-0.3102138079,-0.3060302734
-0.3035219125,-0.3070784443,-0.3029174805
-0.2993570266,-0.3035219125,-0.2994384766
-0.2945837865,-0.2993570266,-0.295501709
-0.28896821,-0.2945837865,-0.291015625
-0.2826506864,-0.28896821,-0.2859802246
-0.2753972333,-0.2826506864,-0.2801818848
-0.2671610544,-0.2753972333,-0.2736206055
-0.2577081672,-0.2671610544,-0.266204834
-0.2468981823,-0.2577081672,-0.2578735352
-0.2348714892,-0.2468981823,-0.2484130859
-0.221347309,-0.2348714892,-0.237701416
-0.2062788453,-0.221347309,-0.2256164551
-0.1896193015,-0.2062788453,-0.2121887207
-0.1713218812,-0.1896193015,-0.1973571777
-0.1513865845,-0.1713218812,-0.1808166504
-0.1297198183,-0.1513865845,-0.1627502441
-0.1065087686,-0.1297198183,-0.1430969238
-0.08189382469,-0.1065087686,-0.1217041016
-0.05568780079,-0.08189382469,-0.09875488281
-0.02831186511,-0.05568780079,-0.07431030273
0.0002807788275,-0.02831186511,-0.04852294922
0.03004333454,0.0002807788275,-0.02130126953
0.06069502321,0.03004333454,0.007110595703
0.09204865895,0.06069502321,0.03646850586
0.1239638523,0.09204865895,0.06695556641
0.157002161,0.1239638523,0.09814453125
0.189572505,0.157002161,0.1298828125
0.2227044067,0.189572505,0.162322998
0.2559766977,0.2227044067,0.1951904297
0.2891085994,0.2559766977,0.2280578613
0.3226148728,0.2891085994,0.2608642578
0.3550448274,0.3226148728,0.2940979004
0.3848541796,0.3550448274,0.3269958496
0.3885511008,0.3848541796,0.3593139648
0.3858837019,0.3885511008,0.3889160156
0.3878023573,0.3858837019,0.4068603516
0.3863984631,0.3878023573,0.4060668945
0.3874279855,0.3863984631,0.3985900879
0.3866792419,0.3874279855,0.401763916
0.3871940031,0.3866792419,0.4017333984
0.3868196314,0.3871940031,0.3983459473
0.3871004102,0.3868196314,0.4008483887
0.3869132243,0.3871004102,0.3980102539
0.3870536137,0.3869132243,0.3986206055
0.3869600208,0.3870536137,0.397857666
0.3870068172,0.3869600208,0.3967895508
0.3869600208,0.3870068172,0.3971557617
0.3870068172,0.3869600208,0.3954772949
0.3869600208,0.3870068172,0.3960571289
0.3870068172,0.3869600208,0.3944702148
0.3869600208,0.3870068172,0.3946838379
0.3870068172,0.3869600208,0.393371582
0.3869600208,0.3870068172,0.393157959
0.3870068172,0.3869600208,0.3922119141
0.3870068172,0.3870068172,0.3916931152
0.3870068172,0.3870068172,0.3909912109
0.3870068172,0.3870068172,0.3902587891
